"","Contract.Number","Plan.Benefit.Package","Contract.Name","Plan.Type","Average.Part.C.Risk.Score","Average.A.B.PM.PM.Payment","Average.Rebate.PM.PM.Payment","date","payment","rebate","Plan.ID","contract_plan"
"9723","H2228",68,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.817,"$764.02 ","$66.22 ",2019-06-30,764.02,66.22,68,"H2228_68"
"9724","H2228",71,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.906,"$720.76 ","$103.48 ",2019-06-30,720.76,103.48,71,"H2228_71"
"9725","H2230",2,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",1.128,"$946.77 ","$0.00 ",2019-06-30,946.77,0,2,"H2230_2"
"9726","H2230",17,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.659,"$789.56 ","$69.16 ",2019-06-30,789.56,69.16,17,"H2230_17"
"9727","H2230",18,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.742,"$844.60 ","$45.06 ",2019-06-30,844.6,45.06,18,"H2230_18"
"9728","H2230",801,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","Local PPO",0.77,"$907.72 ","$0.00 ",2019-06-30,907.72,0,801,"H2230_801"
"9729","H2235",1,"BAYCARE SELECT HEALTH PLANS, INC.","HMO",0.972,"$670.25 ","$189.48 ",2019-06-30,670.25,189.48,1,"H2235_1"
"9730","H2235",2,"BAYCARE SELECT HEALTH PLANS, INC.","HMO",0.775,"$613.39 ","$217.47 ",2019-06-30,613.39,217.47,2,"H2235_2"
"9731","H2237",1,"INDEPENDENT CARE HEALTH PLAN, INC.","HMO",1.488,"$762.03 ","$159.53 ",2019-06-30,762.03,159.53,1,"H2237_1"
"9732","H2237",7,"INDEPENDENT CARE HEALTH PLAN, INC.","HMO",2.548,"$869.02 ","$120.42 ",2019-06-30,869.02,120.42,7,"H2237_7"
"9733","H2237",9,"INDEPENDENT CARE HEALTH PLAN, INC.","HMO",1.471,"$749.60 ","$176.33 ",2019-06-30,749.6,176.33,9,"H2237_9"
"9734","H2237",10,"INDEPENDENT CARE HEALTH PLAN, INC.","HMO",1.914,"$807.75 ","$86.38 ",2019-06-30,807.75,86.38,10,"H2237_10"
"9735","H2241",7,"GOLDEN STATE MEDICARE HEALTH PLAN","HMO",1.034,"$591.64 ","$146.29 ",2019-06-30,591.64,146.29,7,"H2241_7"
"9736","H2241",9,"GOLDEN STATE MEDICARE HEALTH PLAN","HMO",0.719,"$750.92 ","$74.67 ",2019-06-30,750.92,74.67,9,"H2241_9"
"9737","H2247",1,"UNITEDHEALTHCARE COMMUNITY PLAN, INC.","HMO",1.401,"$776.03 ","$116.97 ",2019-06-30,776.03,116.97,1,"H2247_1"
"9738","H2256",1,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.43,"$856.96 ","$84.05 ",2019-06-30,856.96,84.05,1,"H2256_1"
"9739","H2256",15,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.161,"$876.76 ","$51.58 ",2019-06-30,876.76,51.58,15,"H2256_15"
"9740","H2256",16,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.307,"$910.77 ","$31.92 ",2019-06-30,910.77,31.92,16,"H2256_16"
"9741","H2256",18,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.03,"$879.25 ","$42.81 ",2019-06-30,879.25,42.81,18,"H2256_18"
"9742","H2256",19,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.125,"$922.46 ","$15.40 ",2019-06-30,922.46,15.4,19,"H2256_19"
"9743","H2256",26,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.829,"$792.50 ","$84.67 ",2019-06-30,792.5,84.67,26,"H2256_26"
"9744","H2256",28,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.75,"$754.20 ","$93.52 ",2019-06-30,754.2,93.52,28,"H2256_28"
"9745","H2256",29,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.686,"$896.65 ","$61.80 ",2019-06-30,896.65,61.8,29,"H2256_29"
"9746","H2256",33,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.479,"$861.99 ","$62.37 ",2019-06-30,861.99,62.37,33,"H2256_33"
"9747","H2256",34,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.374,"$866.71 ","$51.18 ",2019-06-30,866.71,51.18,34,"H2256_34"
"9748","H2256",36,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.108,"$787.72 ","$99.48 ",2019-06-30,787.72,99.48,36,"H2256_36"
"9749","H2256",39,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.439,"$897.97 ","$33.48 ",2019-06-30,897.97,33.48,39,"H2256_39"
"9750","H2256",40,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.682,"$882.64 ","$46.25 ",2019-06-30,882.64,46.25,40,"H2256_40"
"9751","H2256",41,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.131,"$813.94 ","$86.61 ",2019-06-30,813.94,86.61,41,"H2256_41"
"9752","H2256",42,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",0.827,"$842.00 ","$47.59 ",2019-06-30,842,47.59,42,"H2256_42"
"9753","H2256",801,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.153,"$906.22 ","$0.00 ",2019-06-30,906.22,0,801,"H2256_801"
"9754","H2256",802,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.114,"$905.49 ","$0.00 ",2019-06-30,905.49,0,802,"H2256_802"
"9755","H2256",808,"TUFTS ASSOCIATED HEALTH MAINTENANCE ORGANIZATION","HMO",1.02,"$904.70 ","$0.00 ",2019-06-30,904.7,0,808,"H2256_808"
"9756","H2261",5,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","HMO",1.384,"$965.71 ","$0.00 ",2019-06-30,965.71,0,5,"H2261_5"
"9757","H2261",22,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","HMO",0.78,"$833.75 ","$56.67 ",2019-06-30,833.75,56.67,22,"H2261_22"
"9758","H2261",23,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","HMO",0.998,"$853.26 ","$61.93 ",2019-06-30,853.26,61.93,23,"H2261_23"
"9759","H2261",24,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","HMO",0.672,"$781.03 ","$69.87 ",2019-06-30,781.03,69.87,24,"H2261_24"
"9760","H2261",801,"BCBS OF MASSACHUSETTS HMO BLUE, INC.","HMO",1.085,"$908.23 ","$0.00 ",2019-06-30,908.23,0,801,"H2261_801"
"9761","H2288",1,"BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK","HMO",0.926,"$728.85 ","$133.11 ",2019-06-30,728.85,133.11,1,"H2288_1"
"9762","H2288",2,"BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK","HMO",1.069,"$768.64 ","$123.77 ",2019-06-30,768.64,123.77,2,"H2288_2"
"9763","H2288",3,"BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK","HMO",1.439,"$844.88 ","$101.90 ",2019-06-30,844.88,101.9,3,"H2288_3"
"9764","H2288",5,"BRIGHT HEALTH INSURANCE COMPANY OF NEW YORK","HMO",1.022,"$806.04 ","$99.35 ",2019-06-30,806.04,99.35,5,"H2288_5"
"9765","H2292",1,"OXFORD HEALTH INSURANCE, INC.","Local PPO",2.497,"$780.05 ","$163.12 ",2019-06-30,780.05,163.12,1,"H2292_1"
"9766","H2292",2,"OXFORD HEALTH INSURANCE, INC.","Local PPO",2.613,"$918.71 ","$57.70 ",2019-06-30,918.71,57.7,2,"H2292_2"
"9767","H2320",7,"PRIORITY HEALTH","HMO",1.181,"$819.93 ","$87.86 ",2019-06-30,819.93,87.86,7,"H2320_7"
"9768","H2320",8,"PRIORITY HEALTH","HMO",1.118,"$815.97 ","$40.78 ",2019-06-30,815.97,40.78,8,"H2320_8"
"9769","H2320",11,"PRIORITY HEALTH","HMO",0.957,"$775.17 ","$97.32 ",2019-06-30,775.17,97.32,11,"H2320_11"
"9770","H2320",12,"PRIORITY HEALTH","HMO",0.921,"$768.25 ","$63.53 ",2019-06-30,768.25,63.53,12,"H2320_12"
"9771","H2320",13,"PRIORITY HEALTH","HMO",1.169,"$800.47 ","$101.78 ",2019-06-30,800.47,101.78,13,"H2320_13"
"9772","H2320",15,"PRIORITY HEALTH","HMO",0.905,"$751.71 ","$108.78 ",2019-06-30,751.71,108.78,15,"H2320_15"
"9773","H2320",16,"PRIORITY HEALTH","HMO",1.119,"$839.42 ","$20.59 ",2019-06-30,839.42,20.59,16,"H2320_16"
"9774","H2320",18,"PRIORITY HEALTH","HMO",1.003,"$763.76 ","$73.75 ",2019-06-30,763.76,73.75,18,"H2320_18"
"9775","H2320",19,"PRIORITY HEALTH","HMO",1.147,"$826.17 ","$76.63 ",2019-06-30,826.17,76.63,19,"H2320_19"
"9776","H2320",21,"PRIORITY HEALTH","HMO",1.01,"$788.56 ","$93.04 ",2019-06-30,788.56,93.04,21,"H2320_21"
"9777","H2320",22,"PRIORITY HEALTH","HMO",0.926,"$770.26 ","$87.78 ",2019-06-30,770.26,87.78,22,"H2320_22"
"9778","H2320",802,"PRIORITY HEALTH","HMO",0.88,"$878.49 ","$0.00 ",2019-06-30,878.49,0,802,"H2320_802"
"9779","H2320",803,"PRIORITY HEALTH","HMO",0.765,"$890.78 ","$0.00 ",2019-06-30,890.78,0,803,"H2320_803"
"9780","H2320",805,"PRIORITY HEALTH","HMO",0.885,"$898.30 ","$0.00 ",2019-06-30,898.3,0,805,"H2320_805"
"9781","H2322",4,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",1.267,"$838.83 ","$35.69 ",2019-06-30,838.83,35.69,4,"H2322_4"
"9782","H2322",8,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",1.013,"$809.62 ","$46.39 ",2019-06-30,809.62,46.39,8,"H2322_8"
"9783","H2322",11,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",0.848,"$724.66 ","$92.68 ",2019-06-30,724.66,92.68,11,"H2322_11"
"9784","H2322",12,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",0.966,"$758.72 ","$75.63 ",2019-06-30,758.72,75.63,12,"H2322_12"
"9785","H2322",803,"ALLIANCE HEALTH AND LIFE INSURANCE COMPANY","Local PPO",0.921,"$829.56 ","$0.00 ",2019-06-30,829.56,0,803,"H2322_803"
"9786","H2334",3,"EON HEALTH, INC. (SC)","Local PPO",0.914,"$741.04 ","$104.80 ",2019-06-30,741.04,104.8,3,"H2334_3"
"9787","H2354",15,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.913,"$727.81 ","$111.01 ",2019-06-30,727.81,111.01,15,"H2354_15"
"9788","H2354",18,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.115,"$805.47 ","$84.30 ",2019-06-30,805.47,84.3,18,"H2354_18"
"9789","H2354",19,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.852,"$697.13 ","$123.68 ",2019-06-30,697.13,123.68,19,"H2354_19"
"9790","H2354",20,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.869,"$770.00 ","$83.46 ",2019-06-30,770,83.46,20,"H2354_20"
"9791","H2354",21,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.081,"$771.24 ","$101.84 ",2019-06-30,771.24,101.84,21,"H2354_21"
"9792","H2354",22,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.41,"$824.33 ","$87.17 ",2019-06-30,824.33,87.17,22,"H2354_22"
"9793","H2354",24,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",0.958,"$702.02 ","$150.94 ",2019-06-30,702.02,150.94,24,"H2354_24"
"9794","H2354",25,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.308,"$867.91 ","$47.46 ",2019-06-30,867.91,47.46,25,"H2354_25"
"9795","H2354",801,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.021,"$885.28 ","$0.00 ",2019-06-30,885.28,0,801,"H2354_801"
"9796","H2354",802,"HEALTH ALLIANCE PLAN OF MICHIGAN","HMO",1.103,"$891.78 ","$0.00 ",2019-06-30,891.78,0,802,"H2354_802"
"9797","H2392",1,"KANSAS SUPERIOR SELECT, INC.","HMO",2.317,"$880.27 ","$57.92 ",2019-06-30,880.27,57.92,1,"H2392_1"
"9798","H2400",1,"SIGNATURE ADVANTAGE, LLC","HMO",2.796,"$864.06 ","$66.81 ",2019-06-30,864.06,66.81,1,"H2400_1"
"9799","H2406",1,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",2.841,"$840.44 ","$192.24 ",2019-06-30,840.44,192.24,1,"H2406_1"
"9800","H2406",8,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.969,"$776.61 ","$102.99 ",2019-06-30,776.61,102.99,8,"H2406_8"
"9801","H2406",9,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.016,"$800.35 ","$94.94 ",2019-06-30,800.35,94.94,9,"H2406_9"
"9802","H2406",10,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.969,"$802.12 ","$96.12 ",2019-06-30,802.12,96.12,10,"H2406_10"
"9803","H2406",11,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.106,"$802.63 ","$121.46 ",2019-06-30,802.63,121.46,11,"H2406_11"
"9804","H2406",12,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.948,"$803.10 ","$88.72 ",2019-06-30,803.1,88.72,12,"H2406_12"
"9805","H2406",13,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.008,"$809.22 ","$105.70 ",2019-06-30,809.22,105.7,13,"H2406_13"
"9806","H2406",14,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.038,"$791.01 ","$95.04 ",2019-06-30,791.01,95.04,14,"H2406_14"
"9807","H2406",15,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.023,"$746.23 ","$109.08 ",2019-06-30,746.23,109.08,15,"H2406_15"
"9808","H2406",16,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.99,"$740.83 ","$127.25 ",2019-06-30,740.83,127.25,16,"H2406_16"
"9809","H2406",17,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.987,"$798.22 ","$96.87 ",2019-06-30,798.22,96.87,17,"H2406_17"
"9810","H2406",18,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.966,"$807.87 ","$145.47 ",2019-06-30,807.87,145.47,18,"H2406_18"
"9811","H2406",19,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.066,"$782.16 ","$95.26 ",2019-06-30,782.16,95.26,19,"H2406_19"
"9812","H2406",20,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",0.882,"$776.68 ","$130.89 ",2019-06-30,776.68,130.89,20,"H2406_20"
"9813","H2406",805,"UNITEDHEALTHCARE INSURANCE COMPANY","Local PPO",1.068,"$898.56 ","$0.00 ",2019-06-30,898.56,0,805,"H2406_805"
"9814","H2416",1,"PRIMEWEST RURAL MN HEALTH CARE ACCESS INITIATIVE","HMO",1.72,"$890.62 ","$62.06 ",2019-06-30,890.62,62.06,1,"H2416_1"
"9815","H2417",1,"ITASCA MEDICAL CARE","HMO",1.79,"$803.81 ","$74.90 ",2019-06-30,803.81,74.9,1,"H2417_1"
"9816","H2419",1,"SOUTH COUNTRY HEALTH ALLIANCE","HMO",1.89,"$844.49 ","$49.83 ",2019-06-30,844.49,49.83,1,"H2419_1"
"9817","H2422",2,"HEALTHPARTNERS, INC.","HMO",1.627,"$850.16 ","$78.65 ",2019-06-30,850.16,78.65,2,"H2422_2"
"9818","H2425",1,"BLUE PLUS","HMO",1.769,"$844.92 ","$99.20 ",2019-06-30,844.92,99.2,1,"H2425_1"
"9819","H2446",1,"BLUE CROSS AND BLUE SHIELD OF MINNESOTA","HMO",0.69,"$775.07 ","$59.47 ",2019-06-30,775.07,59.47,1,"H2446_1"
"9820","H2446",2,"BLUE CROSS AND BLUE SHIELD OF MINNESOTA","HMO",1.028,"$801.07 ","$68.39 ",2019-06-30,801.07,68.39,2,"H2446_2"
"9821","H2456",2,"UCARE MINNESOTA","HMO",1.695,"$828.36 ","$57.94 ",2019-06-30,828.36,57.94,2,"H2456_2"
"9822","H2458",2,"MEDICA HEALTH PLANS","HMO",1.875,"$904.95 ","$9.38 ",2019-06-30,904.95,9.38,2,"H2458_2"
"9823","H2459",1,"UCARE MINNESOTA","HMO",0.777,"$823.09 ","$46.94 ",2019-06-30,823.09,46.94,1,"H2459_1"
"9824","H2459",20,"UCARE MINNESOTA","HMO",0.552,"$791.89 ","$43.28 ",2019-06-30,791.89,43.28,20,"H2459_20"
"9825","H2459",21,"UCARE MINNESOTA","HMO",1.067,"$863.29 ","$37.68 ",2019-06-30,863.29,37.68,21,"H2459_21"
"9826","H2459",23,"UCARE MINNESOTA","HMO",0.647,"$810.58 ","$47.03 ",2019-06-30,810.58,47.03,23,"H2459_23"
"9827","H2459",24,"UCARE MINNESOTA","HMO",0.657,"$798.73 ","$34.36 ",2019-06-30,798.73,34.36,24,"H2459_24"
"9828","H2459",25,"UCARE MINNESOTA","HMO",1.367,"$883.06 ","$26.92 ",2019-06-30,883.06,26.92,25,"H2459_25"
"9829","H2459",26,"UCARE MINNESOTA","HMO",0.767,"$844.36 ","$29.60 ",2019-06-30,844.36,29.6,26,"H2459_26"
"9830","H2459",801,"UCARE MINNESOTA","HMO",0.906,"$880.83 ","$0.00 ",2019-06-30,880.83,0,801,"H2459_801"
"9831","H2463",1,"HUMANA HEALTH PLAN OF TEXAS, INC.","HMO",0.957,"$772.51 ","$104.07 ",2019-06-30,772.51,104.07,1,"H2463_1"
"9832","H2463",2,"HUMANA HEALTH PLAN OF TEXAS, INC.","HMO",0.919,"$814.49 ","$40.93 ",2019-06-30,814.49,40.93,2,"H2463_2"
"9833","H2486",3,"HUMANA MEDICAL PLAN OF UTAH, INC.","HMO",0.978,"$738.21 ","$88.19 ",2019-06-30,738.21,88.19,3,"H2486_3"
"9834","H2491",4,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",1.528,"$749.85 ","$41.01 ",2019-06-30,749.85,41.01,4,"H2491_4"
"9835","H2491",6,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",1.325,"$762.86 ","$72.46 ",2019-06-30,762.86,72.46,6,"H2491_6"
"9836","H2491",7,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",1.06,"$700.34 ","$93.86 ",2019-06-30,700.34,93.86,7,"H2491_7"
"9837","H2491",8,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",1.358,"$782.17 ","$64.98 ",2019-06-30,782.17,64.98,8,"H2491_8"
"9838","H2491",9,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",0.912,"$616.41 ","$87.37 ",2019-06-30,616.41,87.37,9,"H2491_9"
"9839","H2491",10,"WELLCARE HEALTH INSURANCE OF ARIZONA, INC.","HMO",1.126,"$732.49 ","$82.92 ",2019-06-30,732.49,82.92,10,"H2491_10"
"9840","H2563",3,"OPTIMA HEALTH PLAN","HMO",0.942,"$717.98 ","$135.27 ",2019-06-30,717.98,135.27,3,"H2563_3"
"9841","H2563",4,"OPTIMA HEALTH PLAN","HMO",1.8,"$892.24 ","$39.63 ",2019-06-30,892.24,39.63,4,"H2563_4"
"9842","H2563",5,"OPTIMA HEALTH PLAN","HMO",1.202,"$808.09 ","$90.63 ",2019-06-30,808.09,90.63,5,"H2563_5"
"9843","H2591",802,"HEALTH ALLIANCE - MIDWEST, INC.","Local PPO",0.771,"$803.16 ","$0.00 ",2019-06-30,803.16,0,802,"H2591_802"
"9844","H2593",1,"AMERIGROUP TEXAS, INC.","HMO",0.941,"$662.55 ","$173.29 ",2019-06-30,662.55,173.29,1,"H2593_1"
"9845","H2593",3,"AMERIGROUP TEXAS, INC.","HMO",2.358,"$728.54 ","$324.56 ",2019-06-30,728.54,324.56,3,"H2593_3"
"9846","H2593",5,"AMERIGROUP TEXAS, INC.","HMO",1.707,"$673.13 ","$323.33 ",2019-06-30,673.13,323.33,5,"H2593_5"
"9847","H2593",6,"AMERIGROUP TEXAS, INC.","HMO",1.475,"$675.13 ","$284.04 ",2019-06-30,675.13,284.04,6,"H2593_6"
"9848","H2593",13,"AMERIGROUP TEXAS, INC.","HMO",1.649,"$677.35 ","$295.65 ",2019-06-30,677.35,295.65,13,"H2593_13"
"9849","H2593",18,"AMERIGROUP TEXAS, INC.","HMO",0.614,"$592.70 ","$147.24 ",2019-06-30,592.7,147.24,18,"H2593_18"
"9850","H2593",19,"AMERIGROUP TEXAS, INC.","HMO",2.334,"$743.71 ","$266.74 ",2019-06-30,743.71,266.74,19,"H2593_19"
"9851","H2593",20,"AMERIGROUP TEXAS, INC.","HMO",1.288,"$826.45 ","$98.14 ",2019-06-30,826.45,98.14,20,"H2593_20"
"9852","H2593",21,"AMERIGROUP TEXAS, INC.","HMO",1.42,"$807.64 ","$105.97 ",2019-06-30,807.64,105.97,21,"H2593_21"
"9853","H2593",22,"AMERIGROUP TEXAS, INC.","HMO",1.112,"$741.25 ","$127.33 ",2019-06-30,741.25,127.33,22,"H2593_22"
"9854","H2593",23,"AMERIGROUP TEXAS, INC.","HMO",1.183,"$732.25 ","$134.63 ",2019-06-30,732.25,134.63,23,"H2593_23"
"9855","H2593",24,"AMERIGROUP TEXAS, INC.","HMO",1.134,"$723.19 ","$144.88 ",2019-06-30,723.19,144.88,24,"H2593_24"
"9856","H2593",25,"AMERIGROUP TEXAS, INC.","HMO",1.239,"$754.16 ","$133.71 ",2019-06-30,754.16,133.71,25,"H2593_25"
"9857","H2593",26,"AMERIGROUP TEXAS, INC.","HMO",1.31,"$716.17 ","$204.46 ",2019-06-30,716.17,204.46,26,"H2593_26"
"9858","H2593",27,"AMERIGROUP TEXAS, INC.","HMO",1.498,"$713.42 ","$206.42 ",2019-06-30,713.42,206.42,27,"H2593_27"
"9859","H2593",28,"AMERIGROUP TEXAS, INC.","HMO",1.075,"$774.70 ","$146.78 ",2019-06-30,774.7,146.78,28,"H2593_28"
"9860","H2593",29,"AMERIGROUP TEXAS, INC.","HMO",0.859,"$708.95 ","$185.37 ",2019-06-30,708.95,185.37,29,"H2593_29"
"9861","H2593",30,"AMERIGROUP TEXAS, INC.","HMO",1.518,"$839.80 ","$133.06 ",2019-06-30,839.8,133.06,30,"H2593_30"
"9862","H2593",32,"AMERIGROUP TEXAS, INC.","HMO",1.217,"$849.55 ","$145.04 ",2019-06-30,849.55,145.04,32,"H2593_32"
"9863","H2593",33,"AMERIGROUP TEXAS, INC.","HMO",1.485,"$736.61 ","$219.43 ",2019-06-30,736.61,219.43,33,"H2593_33"
"9864","H2593",34,"AMERIGROUP TEXAS, INC.","HMO",1.569,"$860.82 ","$88.66 ",2019-06-30,860.82,88.66,34,"H2593_34"
"9865","H2593",35,"AMERIGROUP TEXAS, INC.","HMO",1.47,"$858.92 ","$84.66 ",2019-06-30,858.92,84.66,35,"H2593_35"
"9866","H2593",36,"AMERIGROUP TEXAS, INC.","HMO",1.566,"$862.00 ","$90.25 ",2019-06-30,862,90.25,36,"H2593_36"
"9867","H2593",37,"AMERIGROUP TEXAS, INC.","HMO",1.245,"$800.85 ","$224.86 ",2019-06-30,800.85,224.86,37,"H2593_37"
"9868","H2593",38,"AMERIGROUP TEXAS, INC.","HMO",1.619,"$838.22 ","$265.19 ",2019-06-30,838.22,265.19,38,"H2593_38"
"9869","H2593",39,"AMERIGROUP TEXAS, INC.","HMO",1.412,"$838.56 ","$260.95 ",2019-06-30,838.56,260.95,39,"H2593_39"
"9870","H2610",5,"ESSENCE HEALTHCARE, INC.","HMO",1.25,"$633.48 ","$274.81 ",2019-06-30,633.48,274.81,5,"H2610_5"
"9871","H2610",6,"ESSENCE HEALTHCARE, INC.","HMO",1.729,"$663.84 ","$341.15 ",2019-06-30,663.84,341.15,6,"H2610_6"
"9872","H2610",11,"ESSENCE HEALTHCARE, INC.","HMO",0.984,"$609.26 ","$209.23 ",2019-06-30,609.26,209.23,11,"H2610_11"
"9873","H2610",15,"ESSENCE HEALTHCARE, INC.","HMO",0.951,"$620.13 ","$195.18 ",2019-06-30,620.13,195.18,15,"H2610_15"
"9874","H2610",16,"ESSENCE HEALTHCARE, INC.","HMO",1.189,"$625.46 ","$282.44 ",2019-06-30,625.46,282.44,16,"H2610_16"
"9875","H2663",2,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.38,"$818.18 ","$98.50 ",2019-06-30,818.18,98.5,2,"H2663_2"
"9876","H2663",5,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.079,"$737.48 ","$149.91 ",2019-06-30,737.48,149.91,5,"H2663_5"
"9877","H2663",6,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.17,"$796.60 ","$95.62 ",2019-06-30,796.6,95.62,6,"H2663_6"
"9878","H2663",15,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.052,"$692.07 ","$177.58 ",2019-06-30,692.07,177.58,15,"H2663_15"
"9879","H2663",16,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.982,"$795.70 ","$97.94 ",2019-06-30,795.7,97.94,16,"H2663_16"
"9880","H2663",17,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.015,"$761.95 ","$110.70 ",2019-06-30,761.95,110.7,17,"H2663_17"
"9881","H2663",21,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.049,"$744.72 ","$117.95 ",2019-06-30,744.72,117.95,21,"H2663_21"
"9882","H2663",22,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.888,"$773.42 ","$81.52 ",2019-06-30,773.42,81.52,22,"H2663_22"
"9883","H2663",23,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.973,"$719.90 ","$119.11 ",2019-06-30,719.9,119.11,23,"H2663_23"
"9884","H2663",24,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.98,"$776.01 ","$107.23 ",2019-06-30,776.01,107.23,24,"H2663_24"
"9885","H2663",25,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.817,"$784.16 ","$89.62 ",2019-06-30,784.16,89.62,25,"H2663_25"
"9886","H2663",26,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.088,"$772.15 ","$122.16 ",2019-06-30,772.15,122.16,26,"H2663_26"
"9887","H2663",27,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.119,"$783.07 ","$116.51 ",2019-06-30,783.07,116.51,27,"H2663_27"
"9888","H2663",28,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",0.959,"$726.54 ","$123.74 ",2019-06-30,726.54,123.74,28,"H2663_28"
"9889","H2663",29,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.034,"$753.01 ","$112.31 ",2019-06-30,753.01,112.31,29,"H2663_29"
"9890","H2663",32,"COVENTRY HEALTH CARE OF MISSOURI, INC","HMO",1.077,"$733.67 ","$133.78 ",2019-06-30,733.67,133.78,32,"H2663_32"
